type,src,question,prompt,response,id,target,participant,response_num,rating_std
uses,dod20,What is a surprising use for a BOTTLE?,bottle,store liquids in,dod20_bottle-742988,1.0,dod2024,6.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,store items inside,dod20_bottle-49ced3,2.3,dod2024,7.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,build a ship inside of it,dod20_bottle-1c3485,3.2,dod2024,8.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,build a lamp with it,dod20_bottle-455f6f,4.0,dod2024,9.0,0.816496580927726
uses,dod20,What is a surprising use for a BOTTLE?,bottle,use it as a magnifier,dod20_bottle-ce88c7,3.5,dod2024,10.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOTTLE?,bottle,for games,dod20_bottle-892431,3.0,dod2024,11.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,recycling,dod20_bottle-87c202,1.5,dod2024,12.0,0.5773502691896257
uses,dod20,What is a surprising use for a BRICK?,brick,weapon,dod20_brick-69a3b4,3.2,dod2024,1.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,doorstop,dod20_brick-e9387c,2.2,dod2024,2.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,paper holder,dod20_brick-1e4a70,2.5,dod2024,3.0,1.0
uses,dod20,What is a surprising use for a BRICK?,brick,art,dod20_brick-fd2e94,3.0,dod2024,4.0,0.816496580927726
uses,dod20,What is a surprising use for a BRICK?,brick,decoration,dod20_brick-d96371,2.5,dod2024,5.0,0.5773502691896257
uses,dod20,What is a surprising use for a BRICK?,brick,part of a wall construction,dod20_brick-21622b,1.3,dod2024,6.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,knife sharpener,dod20_brick-5e0dcf,3.7,dod2024,7.0,1.8929694486000912
uses,dod20,What is a surprising use for a BRICK?,brick,as a stoop,dod20_brick-76b2a6,2.2,dod2024,8.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,to break things with,dod20_brick-1dcd46,2.3,dod2024,9.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,exfoliator,dod20_brick-f8951c,4.3,dod2024,10.0,0.957427107756338
uses,dod20,What is a surprising use for a FORK?,fork,for eating,dod20_fork-7c3f04,1.0,dod2024,1.0,0.0
uses,dod20,What is a surprising use for a FORK?,fork,art,dod20_fork-fd2e94,2.8,dod2024,2.0,0.5
uses,dod20,What is a surprising use for a FORK?,fork,decoration,dod20_fork-d96371,3.2,dod2024,3.0,0.5
uses,dod20,What is a surprising use for a FORK?,fork,weapon,dod20_fork-69a3b4,2.7,dod2024,4.0,0.5
uses,dod20,What is a surprising use for a FORK?,fork,paper holder,dod20_fork-1e4a70,3.5,dod2024,5.0,0.5773502691896257
uses,dod20,What is a surprising use for a FORK?,fork,carving tool,dod20_fork-ab90de,3.7,dod2024,6.0,0.5
uses,dod20,What is a surprising use for a FORK?,fork,magic trick,dod20_fork-a027bc,3.7,dod2024,7.0,1.2583057392117916
uses,dod20,What is a surprising use for a FORK?,fork,metal conductor,dod20_fork-9280c8,3.0,dod2024,8.0,1.4142135623730951
uses,dod20,What is a surprising use for a FORK?,fork,for games,dod20_fork-892431,3.5,dod2024,9.0,1.2909944487358056
uses,dod20,What is a surprising use for PANTS?,pants,to wear,dod20_pants-649e98,1.0,dod2024,1.0,0.0
uses,dod20,What is a surprising use for PANTS?,pants,to tie things with,dod20_pants-5d1491,2.5,dod2024,2.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,as art,dod20_pants-f628a9,3.0,dod2024,3.0,0.816496580927726
uses,dod20,What is a surprising use for PANTS?,pants,as a decoration on a wall,dod20_pants-ee7b2e,3.5,dod2024,4.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,to roll into a ball for a game,dod20_pants-22f3d4,3.5,dod2024,5.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,as a doorstop,dod20_pants-788833,3.5,dod2024,6.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,as a rag to clean with,dod20_pants-763db9,2.5,dod2024,7.0,0.5773502691896257
uses,dod20,What is a surprising use for a ROPE?,rope,as a weapon,dod20_rope-e39eae,2.8,dod2024,1.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,to tie something,dod20_rope-90d805,1.3,dod2024,2.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,for a boxing or wrestling ring,dod20_rope-fc62a5,2.8,dod2024,3.0,0.957427107756338
uses,dod20,What is a surprising use for a ROPE?,rope,to start a fire,dod20_rope-9193a0,2.8,dod2024,4.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,to cut something,dod20_rope-642576,4.5,dod2024,5.0,1.0
uses,dod20,What is a surprising use for a ROPE?,rope,tug o war,dod20_rope-30c4ef,2.0,dod2024,6.0,0.816496580927726
uses,dod20,What is a surprising use for a ROPE?,rope,art,dod20_rope-fd2e94,3.5,dod2024,7.0,0.5773502691896257
uses,dod20,What is a surprising use for a ROPE?,rope,decoration,dod20_rope-d96371,3.5,dod2024,8.0,0.5773502691896257
uses,dod20,What is a surprising use for a ROPE?,rope,to hold something,dod20_rope-2edbe8,1.8,dod2024,9.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,balance rope,dod20_rope-4be1a1,2.7,dod2024,10.0,1.2583057392117916
uses,dod20,What is a surprising use for a ROPE?,rope,for measuring,dod20_rope-6d439c,2.8,dod2024,11.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,noose,dod20_rope-579722,2.2,dod2024,12.0,0.957427107756338
uses,dod20,What is a surprising use for a SHOE?,shoe,to plant a tree,dod20_shoe-1f9713,3.8,dod2024,1.0,0.957427107756338
uses,dod20,What is a surprising use for a SHOE?,shoe,as a weapon,dod20_shoe-e39eae,3.3,dod2024,2.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,to wear,dod20_shoe-649e98,1.0,dod2024,3.0,0.0
uses,dod20,What is a surprising use for a SHOE?,shoe,to break things with,dod20_shoe-1dcd46,2.7,dod2024,4.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,as a weapon,dod20_shovel-e39eae,3.0,dod2024,1.0,0.816496580927726
uses,dod20,What is a surprising use for a SHOVEL?,shovel,to dig dirt,dod20_shovel-67a09e,1.0,dod2024,2.0,0.0
uses,dod20,What is a surprising use for a SHOVEL?,shovel,as a doorstop,dod20_shovel-788833,2.7,dod2024,3.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,to break things with,dod20_shovel-1dcd46,2.2,dod2024,4.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,to hold a door,dod20_shovel-bc935b,2.8,dod2024,5.0,0.5
uses,dod20,What is a surprising use for a TABLE?,table,for art,dod20_table-1c61ae,2.5,dod2024,1.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,to eat at,dod20_table-728ec6,1.0,dod2024,2.0,0.0
uses,dod20,What is a surprising use for a TABLE?,table,to use as a computer stand,dod20_table-13b8b2,1.5,dod2024,3.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,television stand,dod20_table-e6f30a,1.8,dod2024,4.0,0.957427107756338
uses,dod20,What is a surprising use for a TABLE?,table,beer pong games,dod20_table-6c93f3,2.3,dod2024,5.0,0.957427107756338
uses,dod20,What is a surprising use for a TABLE?,table,play board games,dod20_table-ca929e,2.0,dod2024,6.0,0.816496580927726
uses,dod20,What is a surprising use for a TABLE?,table,as a weapon,dod20_table-e39eae,4.0,dod2024,7.0,0.816496580927726
uses,dod20,What is a surprising use for a TABLE?,table,as a night stand,dod20_table-42e21f,2.0,dod2024,8.0,0.816496580927726
uses,dod20,What is a surprising use for a TABLE?,table,decoration,dod20_table-d96371,2.5,dod2024,9.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,to hold a door,dod20_table-bc935b,3.0,dod2024,10.0,0.816496580927726
uses,dod20,What is a surprising use for a TABLE?,table,to start a fire,dod20_table-9193a0,3.5,dod2024,11.0,1.2909944487358056
uses,dod20,What is a surprising use for a TABLE?,table,to jump over,dod20_table-5e6e7f,3.5,dod2024,12.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,to store things on top of it,dod20_table-ff8815,1.5,dod2024,13.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,as a swing,dod20_tire-a936b8,2.5,dod2024,1.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,for a car,dod20_tire-00e864,1.0,dod2024,2.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,to hit for excercise with hammer,dod20_tire-99ef70,3.0,dod2024,3.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,to roll down the hill with,dod20_tire-8a35bc,2.5,dod2024,4.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,for exercise obstacle course,dod20_tire-b19728,3.0,dod2024,5.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,as a bunker,dod20_tire-a8b5c9,3.2,dod2024,6.0,0.5
uses,dod20,What is a surprising use for a TIRE?,tire,as a shield,dod20_tire-558150,3.5,dod2024,7.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,as a weight,dod20_tire-a8b56e,2.8,dod2024,8.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,step on some papers,dod20_book-39eeea,2.3,dod2025,1.0,0.957427107756338
uses,dod20,What is a surprising use for a BOOK?,book,keep important notes,dod20_book-f75e25,2.0,dod2025,2.0,0.816496580927726
uses,dod20,What is a surprising use for a BOOK?,book,to take a breath,dod20_book-fe2eab,2.0,dod2025,3.0,1.0
uses,dod20,What is a surprising use for a BOOK?,book,also used to coin something,dod20_book-7cc341,3.0,dod2025,4.0,1.4142135623730951
uses,dod20,What is a surprising use for a BOTTLE?,bottle,to drink water,dod20_bottle-4b8373,1.0,dod2025,1.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,to drink juice,dod20_bottle-9d90cb,1.0,dod2025,2.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,to drink liquor,dod20_bottle-5d89ed,1.0,dod2025,3.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,to play,dod20_bottle-769aa7,2.7,dod2025,4.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,to throw,dod20_bottle-c2902f,2.5,dod2025,5.0,0.5773502691896257
uses,dod20,What is a surprising use for a BRICK?,brick,to build,dod20_brick-017ca1,1.3,dod2025,1.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,to coin something,dod20_brick-652239,2.8,dod2025,2.0,1.5
uses,dod20,What is a surprising use for a BRICK?,brick,to hold something,dod20_brick-d895fb,2.5,dod2025,3.0,1.0
uses,dod20,What is a surprising use for a FORK?,fork,to eat,dod20_fork-d433b2,1.0,dod2025,1.0,0.0
uses,dod20,What is a surprising use for a FORK?,fork,to break an air pump,dod20_fork-908267,3.7,dod2025,2.0,1.2583057392117916
uses,dod20,What is a surprising use for PANTS?,pants,to dress,dod20_pants-75a304,1.2,dod2025,1.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,to hang clothes,dod20_rope-440c7c,2.5,dod2025,1.0,0.5773502691896257
uses,dod20,What is a surprising use for a ROPE?,rope,to play jump rope,dod20_rope-3a32da,1.8,dod2025,2.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,to hang the shoes,dod20_rope-2efe80,3.3,dod2025,3.0,0.957427107756338
uses,dod20,What is a surprising use for a ROPE?,rope,to tie something,dod20_rope-eda35f,1.3,dod2025,4.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,to dress,dod20_shoe-75a304,1.2,dod2025,1.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,to play football,dod20_shoe-d18b36,1.2,dod2025,2.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,to throw a target,dod20_shoe-73901e,3.0,dod2025,3.0,0.0
uses,dod20,What is a surprising use for a SHOE?,shoe,so that a door does not close,dod20_shoe-9dc92e,2.7,dod2025,4.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,to beat cement,dod20_shovel-357202,2.0,dod2025,1.0,0.816496580927726
uses,dod20,What is a surprising use for a SHOVEL?,shovel,to collect garbage,dod20_shovel-bfa594,1.8,dod2025,2.0,0.957427107756338
uses,dod20,What is a surprising use for a SHOVEL?,shovel,to take land,dod20_shovel-fe8f21,1.5,dod2025,3.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,to place things on top,dod20_table-a19285,1.5,dod2025,1.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,to coin something,dod20_table-652239,2.3,dod2025,2.0,1.2583057392117916
uses,dod20,What is a surprising use for a TABLE?,table,to cut the meat on top,dod20_table-94551c,1.2,dod2025,3.0,0.5
uses,dod20,What is a surprising use for a TABLE?,table,to cut over the fish,dod20_table-8370da,1.8,dod2025,4.0,0.957427107756338
uses,dod20,What is a surprising use for a TABLE?,table,to cut the chicken on top,dod20_table-bd4f35,1.5,dod2025,5.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,to roll,dod20_tire-886192,1.2,dod2025,1.0,0.5
uses,dod20,What is a surprising use for a TIRE?,tire,for a car to work,dod20_tire-cffd32,1.0,dod2025,2.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,for a motorcycle to work,dod20_tire-421ce5,1.0,dod2025,3.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,for a bicycle to work,dod20_tire-914399,1.0,dod2025,4.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,to make toy cars,dod20_tire-50a72c,1.8,dod2025,5.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,read,dod20_book-8009fb,1.2,dod2026,1.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,put your monitor,dod20_book-48e313,2.0,dod2026,2.0,
uses,dod20,What is a surprising use for a BOOK?,book,decorate,dod20_book-e25055,2.5,dod2026,3.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOOK?,book,gift,dod20_book-e578e9,2.0,dod2026,4.0,0.816496580927726
uses,dod20,What is a surprising use for a BOTTLE?,bottle,carry water,dod20_bottle-7195a2,1.0,dod2026,1.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,put flowers,dod20_bottle-5ef6d5,2.5,dod2026,2.0,0.5773502691896257
uses,dod20,What is a surprising use for a BRICK?,brick,build a wall,dod20_brick-5d696f,1.0,dod2026,1.0,0.0
uses,dod20,What is a surprising use for a ROPE?,rope,tie suitcase,dod20_rope-3c893b,2.0,dod2026,1.0,0.816496580927726
uses,dod20,What is a surprising use for a ROPE?,rope,climb a wall,dod20_rope-6e1438,2.2,dod2026,2.0,1.2583057392117916
uses,dod20,What is a surprising use for a ROPE?,rope,hang clothes,dod20_rope-4cdb16,2.0,dod2026,3.0,0.816496580927726
uses,dod20,What is a surprising use for a ROPE?,rope,pull a car,dod20_rope-31f0af,2.2,dod2026,4.0,0.957427107756338
uses,dod20,What is a surprising use for a ROPE?,rope,play jump,dod20_rope-421cae,1.8,dod2026,5.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,do excersice,dod20_rope-bb6fee,2.3,dod2026,6.0,1.2583057392117916
uses,dod20,What is a surprising use for a SHOVEL?,shovel,dig a hole,dod20_shovel-af5683,1.0,dod2026,1.0,0.0
uses,dod20,What is a surprising use for a SHOVEL?,shovel,protect yourself,dod20_shovel-561847,3.0,dod2026,2.0,0.816496580927726
uses,dod20,What is a surprising use for a SHOVEL?,shovel,pick up the garbage,dod20_shovel-1bd057,2.0,dod2026,3.0,0.816496580927726
uses,dod20,What is a surprising use for a TIRE?,tire,car spare,dod20_tire-dd6827,1.0,dod2026,1.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,play ground,dod20_tire-2ab2c1,2.3,dod2026,2.0,0.5
uses,dod20,What is a surprising use for a TIRE?,tire,to float,dod20_tire-9e3e09,3.5,dod2026,3.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,decorate trees,dod20_tire-d2918b,3.5,dod2026,4.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOOK?,book,read it,dod20_book-46c5d2,1.2,dod2027,1.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,doorstop,dod20_book-1f75c7,2.8,dod2027,3.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,paperweight,dod20_book-2b039b,2.7,dod2027,5.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,use it to flatten out curled papers,dod20_book-d26ab0,3.0,dod2027,7.0,0.816496580927726
uses,dod20,What is a surprising use for a BOOK?,book,use it as a writing surface,dod20_book-5bdc32,1.5,dod2027,9.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOOK?,book,smash a spider,dod20_book-327b68,2.7,dod2027,11.0,0.957427107756338
uses,dod20,What is a surprising use for a BOOK?,book,use it to prop open a window,dod20_book-2a6e36,2.7,dod2027,13.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,use it to fill otherwise empty space in a box to keep something else from moving,dod20_book-35fa4c,3.8,dod2027,15.0,1.5
uses,dod20,What is a surprising use for a BOOK?,book,use it as a decoration on a shelf or ta,dod20_book-08b33d,2.3,dod2027,17.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,fill it with water,dod20_bottle-2fdd8f,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,break it and use a shard as a knife,dod20_bottle-eb304d,3.3,dod2027,2.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,use it as a club,dod20_bottle-8b24d2,2.5,dod2027,3.0,1.0
uses,dod20,What is a surprising use for a BOTTLE?,bottle,put flowers in it as a vase,dod20_bottle-6159db,2.5,dod2027,4.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOTTLE?,bottle,"put a note in it, seal it, and send someone a message in a bottle",dod20_bottle-cb9509,2.8,dod2027,5.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,recycle it,dod20_bottle-9a4931,1.8,dod2027,6.0,0.5
uses,dod20,What is a surprising use for a BOTTLE?,bottle,use it as landfill,dod20_bottle-ac166d,2.7,dod2027,7.0,1.707825127659933
uses,dod20,What is a surprising use for a BOTTLE?,bottle,blow on it,dod20_bottle-471182,3.2,dod2027,8.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,make a wall,dod20_brick-74fc01,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a BRICK?,brick,use it as a paperweight,dod20_brick-9223f2,2.5,dod2027,2.0,1.0
uses,dod20,What is a surprising use for a BRICK?,brick,use it as a doorstop,dod20_brick-795645,2.2,dod2027,3.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,throw it to break a window,dod20_brick-224754,2.7,dod2027,4.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,throw it as a weapon,dod20_brick-0698d1,3.2,dod2027,5.0,0.5
uses,dod20,What is a surprising use for a BRICK?,brick,use it as landfill,dod20_brick-ac166d,2.5,dod2027,6.0,1.2909944487358056
uses,dod20,What is a surprising use for a BRICK?,brick,use it as a makeshift hammer,dod20_brick-455d0c,3.8,dod2027,7.0,0.957427107756338
uses,dod20,What is a surprising use for a BRICK?,brick,use it as a counterweight to keep something else in place,dod20_brick-aad42e,2.5,dod2027,8.0,1.0
uses,dod20,What is a surprising use for a BRICK?,brick,grind it up for dust,dod20_brick-c8194d,4.0,dod2027,9.0,0.816496580927726
uses,dod20,What is a surprising use for a BRICK?,brick,use it as a w,dod20_brick-8b8427,1.0,dod2027,10.0,
uses,dod20,What is a surprising use for a FORK?,fork,eat,dod20_fork-031768,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a FORK?,fork,stab food,dod20_fork-4e6700,1.0,dod2027,2.0,0.0
uses,dod20,What is a surprising use for a FORK?,fork,use it as an improvised tool to pry,dod20_fork-22ae4f,3.0,dod2027,3.0,0.0
uses,dod20,What is a surprising use for a FORK?,fork,"use it as the ""arm"" to fling food at someone else",dod20_fork-56622c,3.0,dod2027,4.0,0.816496580927726
uses,dod20,What is a surprising use for PANTS?,pants,wear them,dod20_pants-c4a5a4,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for PANTS?,pants,tie off the legs tight and use it as a sack,dod20_pants-736c8a,3.8,dod2027,2.0,0.5
uses,dod20,What is a surprising use for PANTS?,pants,cut it up to make a quilt,dod20_pants-b90c3b,2.5,dod2027,3.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,roll it up to be a makeshift pillow,dod20_pants-c4b8cf,3.5,dod2027,4.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,burn them for heat,dod20_pants-2174ef,2.5,dod2027,5.0,0.5773502691896257
uses,dod20,What is a surprising use for PANTS?,pants,use them as a makeshift rope to tie something up,dod20_pants-7b1b6b,2.8,dod2027,6.0,0.5
uses,dod20,What is a surprising use for PANTS?,pants,use them as a makeshift towel to dry up a mess,dod20_pants-4ca9b0,2.5,dod2027,7.0,1.0
uses,dod20,What is a surprising use for a ROPE?,rope,use it to secure a boat,dod20_rope-1204c8,1.8,dod2027,1.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,hang a swing,dod20_rope-a5b4b5,2.7,dod2027,2.0,1.2583057392117916
uses,dod20,What is a surprising use for a ROPE?,rope,bale hay,dod20_rope-bb1e74,2.3,dod2027,3.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,jump rope (exercise.),dod20_rope-af437f,1.7,dod2027,4.0,0.5
uses,dod20,What is a surprising use for a ROPE?,rope,play tug-of-war,dod20_rope-7a304c,2.0,dod2027,5.0,0.816496580927726
uses,dod20,What is a surprising use for a ROPE?,rope,lash down a load in a truck bed,dod20_rope-475be6,2.0,dod2027,6.0,0.0
uses,dod20,What is a surprising use for a ROPE?,rope,use it to safely climb a,dod20_rope-000573,1.7,dod2027,7.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,wear it to protect your foot,dod20_shoe-f7c3d8,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a SHOE?,shoe,use it to stomp a bug,dod20_shoe-d3bc4b,2.7,dod2027,2.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,hide something in it,dod20_shoe-0d879a,3.3,dod2027,3.0,0.5
uses,dod20,What is a surprising use for a SHOE?,shoe,use the lace to tie something up,dod20_shoe-39df41,3.0,dod2027,4.0,0.0
uses,dod20,What is a surprising use for a SHOE?,shoe,burn it for warmth,dod20_shoe-569f4f,3.3,dod2027,5.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,dig a hole,dod20_shovel-187238,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a SHOVEL?,shovel,use it as a prybar,dod20_shovel-b843c0,2.5,dod2027,2.0,0.5773502691896257
uses,dod20,What is a surprising use for a SHOVEL?,shovel,use it to prop a door open,dod20_shovel-d82445,2.7,dod2027,3.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,stick it in the ground and use it as a tentpole,dod20_shovel-998674,3.7,dod2027,4.0,0.5
uses,dod20,What is a surprising use for a SHOVEL?,shovel,move snow and ice,dod20_shovel-b908e7,1.5,dod2027,5.0,0.5773502691896257
uses,dod20,What is a surprising use for a SHOVEL?,shovel,use it as an improvised defense weapon,dod20_shovel-f135cd,3.0,dod2027,6.0,0.816496580927726
uses,dod20,What is a surprising use for a SHOVEL?,shovel,burn the handle for warmth,dod20_shovel-fc74d4,3.5,dod2027,7.0,0.5773502691896257
uses,dod20,What is a surprising use for a SHOVEL?,shovel,use it to pick up carry a dead animal away without touching it,dod20_shovel-1100f9,2.5,dod2027,8.0,1.0
uses,dod20,What is a surprising use for a TABLE?,table,use it for eating,dod20_table-773fad,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a TABLE?,table,use it as a desk,dod20_table-e59a27,1.5,dod2027,2.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,stand on it to reach a high place,dod20_table-8340cc,3.0,dod2027,3.0,0.816496580927726
uses,dod20,What is a surprising use for a TABLE?,table,float on it in a flood,dod20_table-1d7132,4.5,dod2027,4.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,take shelter under it,dod20_table-d6326b,3.5,dod2027,5.0,0.5773502691896257
uses,dod20,What is a surprising use for a TABLE?,table,use it to build a play fort for a child,dod20_table-482136,3.8,dod2027,6.0,0.957427107756338
uses,dod20,What is a surprising use for a TABLE?,table,turn it over and hide behind it,dod20_table-de65a2,3.8,dod2027,7.0,0.5
uses,dod20,What is a surprising use for a TABLE?,table,use,dod20_table-40d997,1.0,dod2027,8.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,use it on a wheel,dod20_tire-edef35,1.0,dod2027,1.0,0.0
uses,dod20,What is a surprising use for a TIRE?,tire,make a tire swing,dod20_tire-77daa6,2.2,dod2027,2.0,0.5
uses,dod20,What is a surprising use for a TIRE?,tire,make a planter,dod20_tire-87ee91,3.5,dod2027,3.0,0.5773502691896257
uses,dod20,What is a surprising use for a TIRE?,tire,use it as landfill,dod20_tire-ac166d,2.3,dod2027,4.0,1.5
uses,dod20,What is a surprising use for a TIRE?,tire,burn it to send a smoke signal,dod20_tire-8c4a5d,2.8,dod2027,5.0,0.5
uses,dod20,What is a surprising use for a TIRE?,tire,shred it into rubber pellets for playground material,dod20_tire-9583bc,2.7,dod2027,6.0,0.957427107756338
uses,dod20,What is a surprising use for a TIRE?,tire,recycle it,dod20_tire-9a4931,1.8,dod2027,7.0,0.5
uses,dod20,What is a surprising use for a TIRE?,tire,cut it into strips to use as an insulating bumper material,dod20_tire-483687,3.0,dod2027,8.0,0.816496580927726
uses,dod20,What is a surprising use for a BOOK?,book,hang on the wall and use as a shelf,dod20_book-3b5987,3.7,dod2028,1.0,0.5
uses,dod20,What is a surprising use for a BOOK?,book,cut the insides out and use as a box to hide secret items in,dod20_book-b8a00e,4.0,dod2028,2.0,0.816496580927726
uses,dod20,What is a surprising use for a BOOK?,book,simply put with others on a shelf to make guests think your more intellectual then you really are,dod20_book-0dd035,2.5,dod2028,3.0,1.2909944487358056
uses,dod20,What is a surprising use for a BOTTLE?,bottle,hang on tree branches as decorations,dod20_bottle-7ee188,3.5,dod2028,1.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOTTLE?,bottle,recycle alot of them and get cash for the glass,dod20_bottle-6a4688,2.5,dod2028,2.0,0.5773502691896257
uses,dod20,What is a surprising use for a BOTTLE?,bottle,insert a candle in the bottom and use as candle holder,dod20_bottle-28846d,3.0,dod2028,3.0,1.4142135623730951
uses,dod20,What is a surprising use for a BOTTLE?,bottle,use as a flower pot vase,dod20_bottle-821c51,2.5,dod2028,4.0,0.5773502691896257
uses,dod20,What is a surprising use for a BRICK?,brick,stack several with boards in between and make a unique shelving unit,dod20_brick-30bb53,3.7,dod2028,1.0,0.957427107756338
uses,dod20,What is a surprising use for a BRICK?,brick,"arrange in shape, fill with sand and make a firepit",dod20_brick-54f4b6,2.5,dod2028,2.0,1.2909944487358056
uses,dod20,What is a surprising use for a BRICK?,brick,arrange / stack into walls and use as edging in the garden or your property,dod20_brick-a04590,1.8,dod2028,3.0,0.957427107756338
uses,dod20,What is a surprising use for a FORK?,fork,bend into unique shape for an art piece,dod20_fork-14005f,3.5,dod2028,1.0,1.0
uses,dod20,What is a surprising use for a FORK?,fork,use as a tool to help hold your nail against the wall while hitting the nail with your hammer so your fingers dont get smashed,dod20_fork-c80c30,4.5,dod2028,2.0,0.5773502691896257
